ruc,dni_natural,dni_repr,tlf_natural,tlf_repr,tlf_empresa
20841613882,50289259,75078044,5741362,6348216,3456238
10588465682,55180714,75894583,4944576,2631251,4454615
20417639579,73703908,46097491,986952264,6699977,3323745
10747916321,31219415,16669262,4919553,3282389,2843226
10213181549,62966559,91006387,6314334,6984742,3879393
10474577492,00843830,64132725,982395631,935589554,969445599
10412493127,46560018,96923392,918561516,2236984,5191753
20921995888,94199613,57924558,916213713,923272512,973986633
10373918393,28882490,38651765,994395284,956122791,2458664
10431786321,73107083,73454268,4365233,916872763,5486236
20795171122,07481238,94320095,5159114,981391663,953757235
20532727492,19198423,76926485,924622593,992154515,996365877
20856618428,02071290,13452186,961286961,916626758,921112475
20738973959,72903905,59201024,5613258,937431915,937417823
10385142924,54156998,14375245,998317228,938489456,5652859
20826817648,65422760,58746340,997186761,919563131,3713615
20281493543,10547228,64485063,2311222,2146584,921491925
20344888981,10538754,10024982,962567957,5522179,5174439
20653347284,91496313,35762459,944347955,6163638,949995752
10973625231,01409988,57288666,3363745,969327487,2412545
20568779678,58368552,29025405,967334572,4927713,5739591
20617812184,05947449,32926220,989189616,4998943,6476641
10411435699,49829701,24787470,943446453,938598436,2554678
20189322473,75042190,91825660,2825449,4456669,966496673
10951746863,32478660,36158397,4182197,6643819,3193882
10514275969,45503224,58384443,6419755,913254679,996817211
20575869695,90959509,05759884,4676274,4119544,956586652
10572298199,47053359,06604633,981185474,994755391,976377238
20124375469,15716284,37011120,6146981,2869353,934284368
10626693252,86009421,63664174,998358115,5956328,5142381
10369695154,46162633,09351791,4654356,6547657,941813918
20494452916,14865532,51862096,918944696,5663939,2467843
20557124865,98452708,16000931,5538592,6919411,3945343
20486742261,48828371,92180563,4358974,2751212,6368535
10473595259,30687562,59236211,974281134,5965185,919996331
20747772263,73193099,83903673,6828939,4635154,4966343
20129939178,27363511,17345241,938156584,911195215,935643214
20897256672,75585179,74387192,6532583,914354495,6742772
20193368543,16143767,79818911,925665228,4378696,2892295
10692449913,85651972,82315865,972216592,994797514,3438595
20151989499,42051017,16807082,948388961,5387537,3128323
10364875594,93475925,16895052,6599773,975473137,3398613
20422765763,55967406,84587647,925745892,933844598,2316316
10183878186,85590825,87533422,6787686,967452799,3988872
10752795694,72785269,90843721,962974661,964378257,3148158
10175616942,67890366,94036833,948792866,938574678,6633994
10531511243,89778576,30702450,992259522,947753569,924837269
10293742554,00410441,58280612,929494213,911752161,932161851
10813359254,03103277,35337251,4164855,912638461,926216539
20829844419,30167534,69474708,3962786,2317735,986952857
20777552565,85734781,40384307,3277383,5634827,6147961
10171788597,78781286,74768571,931376245,5629214,911693255
20649811789,28525761,06714694,5565575,912296137,978673723
20285711872,10158538,87122084,979947484,943813985,942935246
10452319872,83001992,82452751,6262116,955165961,3127513
20133486337,72346747,94815485,953584265,999424876,911451534
20247148816,54481626,39236780,6726692,923363414,997641238
10519376575,61337283,11799993,965562746,922791616,969242691
10195864216,96878096,47338986,968736975,6221283,988534375
20284462331,18021105,57095636,4268619,991824136,6617499
20965943313,56680998,95751677,2371384,919281896,2151236
20465715578,95094963,22280387,966978475,2492382,3762838
10946947347,90422707,09972931,978214249,5714941,2366412
20734517511,78584420,18207234,995862622,952425869,964481569
20553153244,42438249,36854997,913997528,4913164,936868876
10311835785,08687716,47241837,921616249,911483454,3277596
20813757286,57405155,95087434,6612265,932322264,2595454
10662992919,11133420,06838692,2573928,958221694,935392952
20345479512,07296495,33524034,6456477,4124326,3866478
10838642669,83595481,15426185,926527212,946675877,956864171
20633495719,65735625,79552308,2436759,953231373,6498122
10522735958,19410827,98865130,943935847,934868883,914759538
10854417685,81585598,55705257,6176615,5597618,981527916
20613384369,46460580,58171575,957695379,931484953,928932251
10148684913,24704238,80651835,4173137,932373149,2783426
20863649793,71034946,01120903,2796675,4587176,978824387
20326676748,81057907,95031694,999783194,947837154,961995733
20952658195,65029771,10813287,975481327,4711574,955397119
10742219519,36257615,57854360,957526444,2931284,922841752
10112979844,44835263,53829227,2846953,949229992,3574569
20298639986,09934648,47487470,974197438,965852552,954574375
20368231358,05134814,14741886,915369853,6723689,4548988
20561476523,38186305,26351744,2562562,964165217,5711786
10255895244,14284142,96058992,936577613,976728192,986184951
20454426943,84587639,34759469,993474497,972188714,991584532
10664827893,20806736,70521290,942778214,6555176,953441245
20712367523,13253419,32584203,2274425,3452879,5324796
10278639566,96979959,22825767,934791583,929126749,6458114
20583535732,00783766,69120123,953471152,3925456,3998157
10394175157,37613056,24731567,3226344,999958684,998143687
20789537482,10341829,15253781,913589284,943146745,938695853
20415715683,88457573,51838325,925332743,939658566,923598281
10695992459,83237901,70622191,4326136,3283428,3341114
10842884377,21541047,04324020,919939641,2554817,3588184
10847537661,02719130,67460505,3334844,2314839,5552987
20549952789,05355751,63438331,4222557,942647656,998743624
20153697537,12922402,45830278,5199549,4435557,918545275
20961968134,40997181,08921492,965947487,986519614,911835327
10516333623,67470204,94315810,968226898,4464757,979374993
20813951876,70215846,46909135,971134349,988694357,964358196
20869763236,01484267,53815418,3787368,6586752,939813297
10248886573,37771598,88868309,992559681,6364783,6426738
20414711847,73086974,10909876,948962344,3126538,994583978
20553144834,69822838,01578857,6761398,911464357,3263381
20673158377,54520708,43738459,4628477,993826762,5999171
10678354537,19520534,12491741,6341214,2723734,4461169
20327727231,47552749,69267653,996555326,3934298,958771749
10792296295,52915559,37208525,959145149,4487352,4217491
20569317724,89873808,68788245,978155541,5411639,6968254
10741815798,50864632,19713117,971248531,4126213,5285355
20643887269,87251871,88418641,949499997,3739326,3951429
20443485119,07889469,76615221,2367912,946462675,965958768
20459766711,44055806,45615224,914237619,992535431,958929265
20676611571,67449933,32944747,3746747,983569473,6398741
20492181391,74697443,07764581,974415692,926946539,4269856
10457565419,96021221,31943667,944384718,2116198,996615411
20159985619,57490376,43613111,952191859,946232421,5678681
10661225914,79676276,25117634,945964549,952822851,2217867
20222563636,17803128,19805301,974945164,934768522,5296327
20991522134,82965887,07453321,4996743,3159677,5927156
20268221816,86054856,65738020,4853455,961764965,2671878
20982826389,40305564,82333190,2325175,949246116,2946948
20336426992,62776947,59550862,4869594,5195542,977625545
20939534327,79894883,02505484,6966649,5563682,999189229
20825695999,02746683,37839291,943331861,2974247,995177442
20888799787,59127275,10354606,955319235,975718647,6677923
20442245673,88538199,60784614,922874211,921572863,979627545
10173252763,46897224,59724497,972736359,956943834,992887182
10981997129,35074332,94609241,2296968,976672948,5643634
10382435512,87192935,26600258,965717811,3591284,914491581
20895429975,95887732,29088672,4571136,965144153,6316587
20559169675,61191981,69289508,6474719,993755132,4282278
20176569398,25481749,33361011,974921144,5974349,963898389
20774961568,48936891,76477231,4977545,3343516,918448414
10657789762,26227514,17317059,952117152,977365531,2765841
20942677741,90594629,99864307,4914663,956641554,924498546
20931788181,15648611,78961211,911723393,913984397,6862336
10447562262,39590031,74417765,935874577,5311714,914515588
20579627398,07770464,03383621,2794163,924933488,2854859
20385748157,80426858,94656672,3256969,948531412,4949765
20693755449,80679891,42724389,6859414,6832857,957266997
10755639285,57420930,49455028,976155257,934769765,2253993
10627159338,95731127,95955253,5797454,961889667,925583245
20572257544,27724099,28553030,2974425,981673656,925639681
10567173119,89188270,84088414,942551156,3381613,974889382
20385231289,48571641,61799265,919533582,929165488,4685694
20419915399,43610460,34263255,2968414,995318693,2336161
20379311491,03305406,16236384,981899964,2425326,5225661
10942146939,09393350,92026601,972577491,937966655,6293767
10272682739,96577472,32909859,957281814,6629293,5828434
20543259927,66472580,85325735,2619121,951184761,4115117
20322479926,70418811,75457208,936178594,954637492,3378167
10392442296,88321439,79865507,2558759,989337661,4771331
10836839957,15472128,26027730,5319162,935663394,5775823
20335969466,16233977,26657966,947965243,5898798,5829143
10578598172,47002296,00016753,965959139,953997556,911538227
20855515642,29344529,65557868,951787561,3273435,916745114
20289697216,11588075,68133282,974544355,2678731,5419518
10546517382,91957967,58079542,4847618,4393749,939923789
20651636147,60837130,28050512,6339454,944167743,978837597
10676531856,69332724,20961785,999472324,5987147,3813245
20726252579,24807358,24114787,5889622,942626791,963596338
10757985514,12032715,56864305,2684722,3927878,936455845
20496133535,03694163,36183253,2316794,924764198,955267733
20772796962,22772821,46218666,947514158,946115389,929629192
20988247436,56004184,12302345,4549223,984918944,3466368
20239732237,52754890,89757785,3918847,934426294,2153419
20778774878,10616560,16884960,6318425,3412296,2894866
20775941463,81865088,88218309,983396153,5115836,955757232
10889116582,01166798,22757551,2536198,6751684,963744845
10285734595,84247046,27634965,3472617,4544854,927813587
10271862419,49713059,57475682,953639114,5733267,4124789
10961432228,36731923,89278421,954592549,915793181,987717473
10628575531,41427803,22223739,997891983,2818431,982899838
20241689732,39146095,11126165,4469258,4116727,5772152
20728615559,77514802,70258970,973782766,918813693,5663452
10723974295,94513318,90045716,3775388,936163475,3954752
20848436557,36392005,25368688,966331536,2221399,966714341
10813411913,99984421,52160083,2987681,3159614,967955426
10466811425,07001850,19305635,972618786,932387774,969845962
10136181854,40772355,19403254,994358796,6437526,929744432
20189251167,16618004,28779154,5794838,985891819,962214559
20754136681,47470094,27220236,943818787,967959644,5635522
10171862634,78252063,09425468,5532132,955399819,924842472
20715374118,12504355,00959398,2959978,968362711,6684589
20879841169,18780179,18586711,3659876,924979424,944276878
20137519641,20902925,53111215,3176177,5974312,956822566
10395754999,41951916,40072557,2883694,5383217,973431535
20631855187,69007192,82391802,957292784,5619346,931464421
20876449687,62352306,39806432,984283914,989663929,3761944
10256729993,76262757,34505219,5845675,3692412,3771512
10476295883,43780353,76990754,3822722,3338696,5356325
20592835323,33168577,82588889,6364918,967479891,3855248
10459321626,32484943,03509377,3199169,942186159,3786771
10644587357,33119772,59262526,6261395,6478963,5289614
10837125344,63835048,55648998,6773428,3519244,5572547
10375524716,54053333,29045727,929454677,986987825,6696297
10362436675,22754429,51605427,922125723,929139594,5647899
20252284567,19004108,47833812,2157227,954434836,2588457
20871963764,24398998,17742054,982551478,5633996,982373554
20936248837,98936915,31506466,5384494,983297625,966867784
20273977735,73212833,77791340,927954575,2155141,972635643
10912734468,56215251,72732633,4476442,993678483,5838391
20939831988,63790194,59455063,921692289,3737152,965445799
10459122583,56850105,35394598,5116135,951114178,936387542
10265727522,95189313,76515395,2175777,6263198,4896257
10612142325,66123166,09626348,952138757,984148564,963147257
10689548992,18036966,57291155,958893364,4346533,951663174
10553862621,61422722,93923873,3571334,4259848,2636295
20115337674,15666183,47007196,5258525,944931129,926217862
20821791693,08849329,16346885,967333247,5758644,922256584
20649475561,31620328,64446767,4659126,937613465,949222368
20735989638,38769021,45961220,5763721,3236386,4986491
20871969632,03945026,82869399,2348655,913218346,6892261
20685844322,15171882,85622064,925872429,949426416,5994162
10949715232,02345680,88006020,961957518,5689645,3598233
20845495369,10058536,82694921,989997399,996363925,912785948
10916375197,79842190,69186553,939387221,6759466,998541837
20646377318,98694826,35559099,986399129,3954897,5542245
20761286362,39383916,01132186,5677976,989419244,916491448
20729512584,19080546,87231784,979595395,5791471,2862833
10315488742,62929479,19870279,4389735,3925945,6529639
10181518158,86255817,25439249,931178764,915845139,945172372
10142839759,57430512,78227738,976135718,3125229,3775183
20421462992,32223833,43457702,3733851,919479591,964522543
10295872224,03764616,91996687,4239379,5298547,4984176
20891866468,31235556,39449923,962978552,987817682,3292655
20565218158,07482057,88375042,915138897,995695541,965549924
10717918874,15541164,78644783,3826831,6787432,919557169
10122768489,92860224,64666180,3398493,5515395,6493936
20823241647,36506180,62292583,5379145,979342924,2937569
10497492538,52562917,81835186,6756871,3681491,3547129
10357377868,75595563,79541444,945381359,993499216,926383411
10897124282,38642151,24972748,978954127,917341543,986724427
10659489953,02626318,42948549,3543545,4866911,6372951
20319554112,48654831,89090730,5815684,5544184,995883457
10884916526,09496860,39980702,916561353,4938648,6875158
10294246487,00266828,72921089,957981955,6486611,976237584
10665226222,36427247,87621271,6554778,2477912,962928454
20991639468,45356688,95044706,951918574,2139823,946811376
20497899525,88849061,88377953,912149743,5887253,6397238
20882925852,72602317,61790005,997294812,6895959,987249813
20983687934,88402960,45621610,982148197,6532272,932222675
10795744777,41861941,62377189,933323834,936663317,4532971
20632232428,53033046,95422497,996521261,955889193,927787469
20462667725,91867911,52193504,943853394,931387955,976954556
10668511674,52630786,26629684,924736672,4324954,948888724
20679239765,24487821,09031685,2649382,4347598,2195366
20378825952,31391242,61499485,926924177,2379598,976116131
20838782195,33741806,81141604,3628698,992897562,6323849
10774766528,22430511,41099840,5475347,5728927,969488373
20465819664,83620414,30424112,946368124,3273726,2258354
10616928986,13670055,91778523,6487589,937586787,6696953
20177674415,62403110,17374717,965361336,2714254,5384216
20661842836,38804680,39555797,3425239,4968479,998537863
10479445918,82647009,22473414,979249255,3186186,924455332
20291221138,16162629,48897239,925324247,984227497,951189258
10694461662,95778871,17271152,2222646,954485215,6297365
10597355867,52357348,19155726,963114682,4198321,2726217
10686132893,54471076,89514228,6385725,3136344,2817416
20219396951,09918450,86250240,2624682,6868442,991365423
20592981118,88130007,25290792,2663266,3288797,925289316
20797759649,49693800,16600147,978888421,4369199,4814546
20598674414,22933489,37098567,959386994,956292633,6429961
20662119785,85955675,46518572,958912741,3833868,5193419
10841685762,38685028,52090955,949799496,2491451,922825484
10155911231,30516944,30049244,5555885,3154977,4379653
10239732478,75610643,24802658,989645656,6397711,6441152
20629621334,03668862,39902823,996125871,982278689,2824919
20433419862,68305187,28978733,4513158,941792345,931133137
20513734256,53821351,69236368,2545761,962642355,962264917
20264975821,31389692,65922978,948672747,3768124,945411755
20185579428,87689520,54270498,6389462,973847896,3351176
10817399496,15942222,79966451,995946669,2145353,939596639
20552824456,18934648,96554087,3245368,3435951,918476248
10541762251,54176953,40715039,5984151,973273539,998197352
10262141238,91325254,77973725,914346592,3578413,928541724
20714812834,51928061,54998040,4319912,2784985,4619554
20942263887,43187823,29921876,3885116,5115526,6365191
20821998862,20687510,77847666,927574362,3232554,5469161
10276964253,46862060,92022018,3797374,929751863,4367347
10163816195,92469909,49549462,929694376,6275473,939712786
20874524918,08682926,45561102,5876373,931374545,993662323
10765515351,83920230,65118224,972234719,4861992,5832885
20353318212,57051599,60349129,936395212,984538267,3863235
20355363793,52002725,11092856,5335286,945796724,2614562
20863774477,72916938,30329622,941158559,969778243,952251843
10447296887,98590969,92190533,6897881,938525584,6285734
20323791881,02612353,57333542,2139478,2958569,6391214
20922926895,59318226,21340432,2275852,2689922,917277599
20643816759,32608771,99939032,973549298,984238664,986341519
20193574476,73586164,60535611,4793842,957622795,3734157
10473431676,08291155,49053562,993679615,3814577,963227395
10932253177,67172875,25176071,4611636,921353872,2827292
10245416211,12775620,28114945,912949551,986478473,959519717
10589823743,86400577,35293059,953786395,4624664,6392275
10426448487,29275709,93484118,6694519,4535248,987266734
20699646248,12458569,40581224,956195191,5782121,991256788
20155256177,74222944,24862535,965355174,6599274,2157345
20961848773,47830033,95224364,5838673,996727124,994343374
20642175388,73394217,90925600,3587252,919884696,943924674
10663434319,07672769,11175349,6144225,5151199,992844333
20346895214,47360810,43183007,916838962,995822274,975931643
10412957792,88833432,52982719,972777489,971495643,2222562
10885871692,99152951,80503300,936243967,926417584,6914126
10614624325,01067653,63863723,946761511,5239113,978317699
20488267986,93067536,59074772,3767758,919299928,983682549
10435148751,15034625,20190796,972716294,943862985,4713841
10821763355,60690294,83153840,3754324,939576917,935357373
20967872171,53875303,62818983,995371863,6882521,994432513
20816623692,72845938,94108515,933938861,994764333,912633244
20243266397,64034555,07483462,973565997,982257527,4467784
10968291287,43642006,75470703,4566253,4192555,2959235
10795766528,22595536,44644868,991368883,921197115,943845261
20439155984,21937838,78387633,954324154,948121121,4919947
10284494978,91338275,72002306,952615431,4271929,929551986
10135453311,00881766,37623646,4415163,945861945,6889137
10497746532,21790190,52428400,942169727,3784839,998692439
10836558533,96173550,59723772,924213748,931264739,927936365
10427297158,23268141,27212638,919274671,934844543,2766943
10495366645,66398830,65858128,2743956,998561419,5236722
10595744314,10040838,11919704,6693653,3393962,979217736
10711793653,89522596,47222232,5434544,943714242,5229288
10691518364,01298969,27287479,968414153,938422589,6212464
10534463817,20533940,85126094,968193826,4334265,954461953
20392658884,84720004,68596363,912287793,981243436,3533852
10411239261,53430940,68860301,6288534,5521564,986432921
20974577453,58155056,14283388,6327836,5676948,6222483
10611432519,83821109,40304901,6599835,989592573,2447134
20169389715,78325430,09183547,2952475,974161632,919696515
20815695398,96769906,57782708,6689491,6831348,4151794
20548822746,00322950,02903504,936282871,3538891,962425369
10246599586,50728049,70522130,2345451,6943825,6184358
10893414948,84555230,90466229,5634872,6454373,987679665
10787359755,59995108,64994451,3981176,915251777,4622891
10879537223,23178758,56639457,4228576,997552775,911412482
10693119212,68220696,39655703,993332578,982367792,6598995
20724131925,76144873,50168770,2274963,3722768,922779895
10491452529,01593016,03180162,961531148,995446814,967281851
20655634823,20524122,61946486,929361153,931247992,961363636
20936112366,99152341,71322948,924158636,4888722,999775194
10196471977,76868621,06523528,6958214,919177365,4951616
20454521158,11806227,94629156,2159651,949911863,2226253
20553992223,58539573,85556745,992293164,2928231,958672437
20619882465,65940883,58777614,5551442,939398327,5356681
20823115326,94573713,34528737,942482136,2867319,937349952
20855344827,13800154,78897460,3314714,5927671,4887358
20485313963,52054213,93368694,945149633,4644961,986311849
10867668134,31558119,11515952,932756292,959666649,947251162
10981526254,23146673,12036049,955795972,959932617,4786399
10641561182,91860582,44318609,3168796,992648223,4283543
20439351197,52109576,15461488,5151716,937746372,5841612
10234546266,18106621,84886591,2288572,2761367,938747475
20156194122,01587152,90741457,4179334,936954213,2649968
10653639892,78323730,23993546,2399787,988847135,5223593
10626833688,18239199,99090771,954923836,948689219,918763243
10799588522,74121310,93295134,3811481,912264261,971432213
20791694855,79857712,18377898,3659939,5993492,2798452
20642312445,74705636,54831473,947247672,944396879,4492175
20519324429,19312740,36360622,954291858,3625997,921896331
10545736642,57885963,21814270,965318167,5446682,975895813
10343376577,54417729,93025213,2938233,918214731,4525799
10495293811,03535221,67101767,987467246,2811387,941536883
20158722872,07922759,48148178,915961772,916154356,5635925
20464711759,39646947,80215275,3595579,2459145,2261936
20119681672,30363937,77760228,974496422,3616556,949176118
10783841444,22084586,04793196,3488648,3735975,964848998
10939965659,85898810,86495938,913782781,4117659,2349761
20965922523,87977335,55397195,979859313,943334762,5127619
20871879618,04854835,37026971,3446231,979615993,5543995
10279797695,35321771,80641613,4828986,5823569,3748898
20684195153,76548632,29359150,996536373,6944973,987891647
20547736317,48624410,92357083,936741962,6291633,2944862
10161992597,18146713,14757187,912917728,984954727,972398678
10377485217,31891510,94430656,997443436,912972856,922137599
10531414498,41275813,54631742,5183218,927638878,969943187
10247677922,12525413,68618184,981811752,993997821,997198985
20632899587,86934555,86533985,983881121,4595676,977351712
20758987351,05071175,09307229,992211858,946124722,957479542
10422455638,53624884,14534567,969518523,973777955,2624372
20236845472,34328512,77191081,923111653,6567182,955951231
10234753525,17748756,86151723,944357128,6186269,4631221
10739928658,46413738,73573772,944553567,969462214,911544582
10735233328,82980546,50801414,912895144,5667141,924676132
20265229387,55326557,02129057,989372484,6474934,3856547
10526776122,85727325,45963501,986824975,2932318,931779786
20289452543,66810888,56011270,4645573,4147655,934519321
20965726933,48795119,57172878,913915649,6432684,3966766
10976374421,45535430,45519238,946342995,2841193,986726185
20112923325,14267295,26846392,3576412,6323625,911645983
10174514888,53718613,84487280,941659989,984773434,924325171
10712646295,90751756,61451804,999981575,3323856,5333274
20733451413,20328037,93056908,3184477,4573128,983147167
20631627432,97649769,58181620,2492475,3575592,4218222
10387922229,84289947,49508003,6182815,6423386,912855937
20264895924,54990598,71053824,5282825,2258661,5197737
10742734682,19690114,83469096,5638558,5138459,4318586
10483865319,59921284,90574638,6652922,6161638,963286542
10752752732,90306773,22851126,995973596,6471799,3179926
20876756766,96972191,99020440,966869348,923476118,989265911
10621195378,67872878,59617581,917232735,989621276,4437689
20464177832,41531491,54140269,935437446,981741766,995176438
20178455445,94265779,52435874,6319914,916895868,967125628
20997738863,37171660,29143415,967823126,923137871,963751328
10262852824,31346046,08670577,949772577,3473913,996784925
20441558862,75474995,09221926,942194882,925218896,5882965
20683933338,85276136,10485839,912984773,2829555,4686315
10556994577,56441130,94850814,5278216,3754234,976222527
10346149627,52506704,42494038,972346611,3516434,6445552
20679878839,29761376,00771608,913414456,948147639,3271482
10689645328,86406132,30749518,993911619,5563372,5358354
20665362475,32469357,04161606,3495863,3638768,3435837
10432918783,56793073,07435629,982554663,4196864,978842183
20257826432,49794026,47085791,997869787,6939537,927849647
10656516386,43790405,01716323,4535747,4784796,946373693
20841917424,44579075,21173121,2292283,969461352,997531475
10794236255,49401006,01481899,2786871,918295117,5236935
10943451871,57884160,27187051,937229286,925921764,4462417
10621915176,53624716,13720419,971773564,978518823,915811629
10952643381,73012180,10074037,3536377,991322977,5134456
20453317721,91935181,10164028,5754434,973813376,2687566
20695859973,27858822,41381564,3493272,914258373,5942765
20452414954,31478499,07920662,985264967,3633841,3913352
20395887832,16992317,58773813,2287266,3935816,935341995
10878767817,64851554,22651184,917495482,4317773,993457158
10632867458,11290546,62571458,3726713,928225798,3246413
20383699314,36026836,38644581,4424686,935512518,3373282
10491724992,71414982,58849287,965368666,3441268,4999888
20989966699,77607468,13504249,3599165,2432611,4344589
10382123473,54948880,22888134,2467951,962684732,928297434
20487728331,12196641,79426593,954256652,2254357,4861347
10695442295,58854104,96882089,2351222,4473351,4143891
10294396277,40896639,71837061,6511118,961649253,4142817
10618478593,71657184,00708625,935718774,976947158,972412338
20891334896,68503990,31091172,936468833,995968363,3167382
10642337917,27552967,76443583,962277399,6855789,3926784
10329815377,21187089,33101010,2746599,2741694,979449555
10513387147,26687004,69736448,913762556,974193772,3543841
20932486551,32823814,23473901,5127847,962657189,2936399
10358636135,97196998,21868711,913862469,2554648,5475545
20239978671,48295353,74874683,988913218,968159277,2266817
20424893882,44701863,97365373,972682284,5464813,3195175
10437987113,29442533,12523771,971443182,6662361,5689694
10992299464,86706804,92793601,4628938,3635895,6783882
20954444665,67130255,78184092,4167873,966713681,926417234
20569541397,18845511,67818103,2751843,2893339,4691274
10171183595,19041049,23956999,916425686,929514446,983168662
10617823774,60219240,45286863,6595528,4322621,993665748
10612674942,03104863,90807307,997523867,5295381,929472641
20271779797,04139756,75984600,2875845,3739517,983986977
10186439441,30739313,21180381,3285433,921697711,2872628
10669711318,18015017,75457093,967664546,955744484,3438669
20841638611,66782906,18995718,3585771,915361234,2914369
20154623566,19520198,94890677,4747479,975615228,991449879
20429124222,85907346,78862345,996847812,4772927,6857693
10896396243,13535396,09613137,972194466,959755192,4241942
10496715523,79852855,05030128,964781329,4326943,984594928
10649481193,40947838,23321019,6172126,996781719,4385768
20822451212,56717122,04933659,2285813,955314675,922479214
20222882143,88449341,25004255,994938884,912114427,6488666
20994592333,44583830,55315995,2545985,935824687,951128567
20268259837,33242340,63357623,968827337,971127571,989712281
10117913293,83103292,60889268,5389988,935456687,4424786
10255374498,37480915,69844712,968181617,3119421,988557289
10711256142,74576428,85452755,4911175,924646325,2832248
20534998745,72897430,89669881,915546514,975852581,995552214
20131718868,83541174,88692391,6776755,933284875,939659171
20592454873,31774414,56461444,5915696,927644212,939825787
20161439388,82865151,12156666,915733242,5237543,993532268
10346654298,18350437,67431536,5516553,6788386,957748675
10943185179,38892561,02654009,2741812,995727484,957249116
10339858149,02288413,23422929,6822895,998421533,943496976
20967343622,55260872,48029800,6863945,952342264,994476874
20352971564,58262309,51003219,991148363,998455495,6361953
10335985475,13176643,62738095,917357518,965493862,935195958
10336195966,43880954,51131977,946818434,913484553,919396492
10413331479,06948189,55771228,5415997,6268425,4857265
20128333679,67506396,04148854,967495374,955585593,5217811
20332359754,95360644,78374022,986743475,981425657,992261678
10746354192,17176854,42727113,969836767,937465315,984725829
10569878115,58719501,71364840,927357694,6655483,4399368
20933516339,21062126,76618973,946973131,2812418,3168377
10815981837,73434482,81684497,988119827,5198342,6812319
20466197177,35212091,79705589,6299721,997674511,6429759
20677756886,30557737,24714843,6299148,911552626,5278214
20989143689,04416591,17434612,3418388,4861958,5743143
20321819243,76654278,06233402,985792731,979356364,974585467
20294719763,95789575,80282736,4772236,2985839,912457849
10188469826,22797678,25272994,967739733,6316352,934977265
10147783566,98672094,63815027,961229242,934829754,935756786
10994376465,24850580,41949349,3616224,2248725,4472436
20829428338,43822783,09533053,969348472,912676819,953715561
20732352721,54667647,96044267,911539585,4176195,2778113
10846966519,72582603,68536150,4595611,2119394,961849874
10411822141,32749429,12057498,5829311,6293829,953835219
10675124986,93732121,40634339,5741779,959596776,988135354
20538599245,44746925,65596996,933484692,2496851,6568969
10347576766,70169892,28823314,4454614,4333768,917857114
20794585817,31771642,27102352,3675719,4867553,976357692
10548513547,88211973,99198544,938746698,911743192,3161825
20959724147,53888117,98272493,949748422,921371339,4337664
20363924869,02657289,04637258,925947285,6757668,6678254
20586399235,43506948,45540812,2848436,3746591,5595413
20178628132,55956039,50429190,5485976,2479669,993918589
20445159359,05460292,86078540,4378489,958461243,915658345
10333631795,24895951,69118459,4539448,4935178,2121658
20646663583,57160100,83346118,932641499,5614394,3243969
10588771334,27788670,41451841,946747138,982651698,3237568
10665745213,04390051,77680324,924788391,932779371,5144916
20187517669,15821941,44865584,967923349,2933547,3648231
10961989385,55577943,13830769,5742253,994441568,989783848
20431818235,64170434,86835343,938911714,2441392,6157759
20128591678,28014217,55740066,942967858,937582193,923432745
10353572276,52271897,80108153,955668413,933364491,2186367
20128648395,95693284,35500024,975975889,4228715,983626129
20222389851,30696275,47673035,982134965,922423182,966488391
20386824439,18903864,77371475,961651319,2149418,949753379
20977556399,24526938,41117742,998145316,2719769,974799695
10266444455,95120325,30939901,6118865,961557145,6663745
10312278532,24941957,78636796,4411183,988221368,979946259
10224676313,92553361,17988332,2399234,951356397,962237332
20364286659,51106123,40601658,917743628,982897839,4233428
20253723147,43440909,32996458,922435979,3748389,972617143
20679616578,73584108,85566903,912819376,947644665,5197298
10176747163,75255032,61283733,939671855,5331789,6946767
10436683424,27645226,51525020,6622381,4747958,4569324
20827363365,42726330,53145631,5736998,979315414,2485256
10788281785,91246552,77191308,962158496,927712766,2185878
20487772738,90067219,83465981,942838673,957579516,993918371
10572241332,91561290,21446923,965754316,912752553,6795937
10326228389,73272745,32268073,917238187,926166449,987948749
20978529835,28833123,40514921,2372297,4243215,948649419
10361729663,54848050,72885566,936614213,5461589,947835131
20968556234,83712745,89128907,2436735,999718553,4794658
20737979587,84085567,93870705,5877659,5148352,987896163
10186716618,09271203,00753866,5856747,6599632,977573836
20259725998,31435326,83532064,6249796,936993842,956875287
20262524157,30860092,36891383,996582348,993395636,4948717
10189326672,12752314,31030621,994561262,914187432,6286831
20156389926,61116316,66258304,965773279,975152928,942843198
20945176837,60992601,92297985,6371361,3776325,5129399
20191965558,40028851,66346688,5828133,941347259,3855372
10334135914,35668956,07299985,913473983,968623319,2613448
20936965431,35970142,77219435,3856139,3661232,5317249
20941233844,53211988,86098962,5791161,918712643,959288296
20732468639,98411140,11292866,6812249,934494671,953947859
20562637955,80085901,10869125,958139721,923989321,5967997
20235382111,52338609,85937435,5347267,981325511,993472817
10549515452,66371958,36367658,962722755,2921472,2153598
10411115981,45712078,66523263,4993311,928172513,5775478
20683193486,29434429,47256338,4266896,6925487,4267146
10575728536,58724605,08018195,2814986,4827122,913451778
10211671869,06546605,22164009,919597851,5438455,914571232
20698445752,59311611,68529262,6892376,913768478,6666915
10866475469,08999373,45078743,4574383,977911121,4634531
10458498434,57329296,55291035,961918584,2978763,947679547
20958454848,50483804,64479867,3737233,986636755,6225148
10226112928,42103250,42979052,971114185,977841371,941393638
